p_val	avg_logFC	pct.1	pct.2	p_val_adj
Actn1	0.00233575274335494	-0.116767380617063	0.271	0.35	1
Lyst	0.0023408859864857	0.0372621795147142	0.187	0.145	1
Cd2ap	0.00234293456081908	0.0968429237716531	0.224	0.174	1
Adcy6	0.00234733289131657	0.00421768915451805	0.088	0.13	1
Cep41	0.00235283451598429	0.0193554253078314	0.142	0.172	1
Mapre3	0.00236128621969848	0.00953685116970251	0.083	0.103	1
Tbcc	0.00236762112286535	0.0662693646949374	0.184	0.137	1
Zbtb7b	0.00237433962002066	0.166636661708241	0.205	0.159	1
Lamtor4	0.00238188555989092	0.0284547221414433	0.181	0.235	1
Hist1h1b	0.00238418326183571	-0.0150962407366158	0.176	0.115	1
Fbxl8	0.00238554949503622	0.0106227932220217	0.103	0.135	1
Setd3	0.00238711997430414	0.0698751878804249	0.136	0.181	1
Rbfa	0.00239401953323437	-0.0331045446217253	0.187	0.145	1
Slc9a1	0.00239688757764378	0.00745862536770854	0.127	0.169	1
Mob3a	0.00240627302292504	-0.0154993983005072	0.111	0.159	1
Hsd17b12	0.0024107382415123	0.0282988754749564	0.215	0.172	1
Cct3	0.00241384809707962	-0.0834471598824127	0.241	0.304	1
Fuca2	0.00243378832609151	0.0871240412775812	0.142	0.179	1
Utp6	0.00244026890868583	0.0787839975363618	0.154	0.105	1
Mkln1	0.00245718589995158	0.162423623657316	0.253	0.201	1
Gpsm2	0.00246775136925136	0.0193309362118792	0.07	0.118	1
Tnpo2	0.00247049049269091	-0.0225082115570737	0.089	0.118	1
Ypel5	0.0024930463356884	0.0272378560182185	0.182	0.228	1
Cdc25b	0.0024941884378401	0.0504734702116894	0.108	0.081	1
Arl5c	0.00249949320996578	-0.000395549347325552	0.223	0.284	1
Eif3c	0.00250578950570175	0.00544085924990112	0.267	0.336	1
Itgav	0.00250727430657705	-0.0341626661690109	0.152	0.191	1
Rtl8a	0.00252585185354326	0.00218452070920419	0.118	0.159	1
Chd1l	0.00253944906846212	0.0087551929443126	0.149	0.191	1
Arid1a	0.00254047769470777	0.290006494439672	0.279	0.218	1
Rpl9-ps6	0.00254659715355801	-0.0813041622612298	0.322	0.419	1
Tmem175	0.00254659854999	0.040131212308005	0.097	0.14	1
Gstp3	0.00255105335468458	0.00533134061543972	0.285	0.358	1
Atp5g2	0.00255770344099954	-0.087769236939693	0.527	0.667	1
Nfkb1	0.00256165047585666	0.0585255001856081	0.223	0.176	1
Cdkn2c	0.00257493613340373	0.0387171193925597	0.173	0.127	1
Letmd1	0.00257529634287685	-0.0426059580900379	0.095	0.14	1
eYFP	0.00257967303792499	0.1488916628293	0.663	0.635	1
Haus1	0.00258040385957854	0.0924080144359384	0.152	0.186	1
Naaa	0.00258605380858396	0.0111696644744406	0.126	0.169	1
Mcm9	0.00259348388183844	0.0193653115446087	0.133	0.108	1
Pnrc2	0.00259559182184087	0.231236725890783	0.267	0.213	1
Ccndbp1	0.00259696559425349	-0.0105763157799755	0.219	0.27	1
Nfu1	0.00259886986999592	-0.101668849678791	0.218	0.282	1
Gm2245	0.00260823253703632	0.0038071228976413	0.08	0.13	1
Lair1	0.00262167633578997	0.0428142725707762	0.16	0.115	1
Ppig	0.00262355875165265	-0.0570557468538446	0.284	0.353	1
Mtpap	0.00263170159062115	0.118043855896049	0.223	0.179	1
Dennd2d	0.00264173946718843	0.121205823928014	0.149	0.191	1
Ago2	0.00264373622895837	0.0790520863427051	0.171	0.123	1
Gpx4	0.00265998670794223	0.152158333606569	0.647	0.637	1
Bloc1s3	0.00266017174565267	0.00307603863786708	0.132	0.157	1
Dgkd	0.00266204640497752	0.0216038506012216	0.166	0.216	1
Bcl2l11	0.0026695242961166	0.00265973021880658	0.155	0.191	1
4930539J05Rik	0.00267504417281221	0.0256305123846079	0.122	0.059	1
Sqle	0.00267830741964421	0.0521094925456101	0.184	0.145	1
H2-DMb1	0.00269131432241047	0.00889650747787792	0.145	0.093	1
B9d2	0.00270196090006187	0.059437768930149	0.198	0.235	1
AI837181	0.0027020846598733	0.0187432329696898	0.122	0.083	1
Tubgcp2	0.00270673913950724	0.0216440207653157	0.146	0.186	1
Pmm1	0.00271449127205531	0.0213938337820203	0.166	0.12	1
Glmp	0.00271719750538793	0.120897330499405	0.2	0.152	1
Slc39a6	0.00273140493416842	-0.0646489795516725	0.149	0.186	1
Tcf20	0.00274167590540893	0.0867701937798107	0.166	0.123	1
Fgfr1op2	0.00274275114846343	0.247621250749232	0.269	0.211	1
Aldh3a2	0.00274431219882414	-0.00297668186870025	0.132	0.164	1
Ncor1	0.002759012435897	0.0140406633212438	0.235	0.306	1
Gm20696	0.00276604292108029	0.157919956294336	0.151	0.181	1
Atg9a	0.00276945649107535	0.020592054531601	0.132	0.093	1
Mrps22	0.00277704177414008	0.0599740224576675	0.16	0.098	1
Spef2	0.00278060649330288	0.0288980489813103	0.089	0.103	1
Zcchc9	0.00278263046362708	0.120812796755959	0.234	0.189	1
Ppp1r14b	0.002802768724418	-0.107861966968206	0.163	0.211	1
Il27ra	0.00281001523582208	0.280501582054526	0.227	0.164	1
Ncbp1	0.00281094423595344	0.0242556932474744	0.13	0.081	1
Tbl2	0.002810970038143	-0.00117100092924422	0.155	0.103	1
Zfp994	0.00281472279853156	0.00325732795922043	0.088	0.135	1
Itih5	0.00281912893639955	0.00585686984406104	0.114	0.147	1
Apip	0.00282924611523126	-0.0277687353962036	0.15	0.191	1
Soat1	0.0028366481146922	0.0756462292558777	0.109	0.064	1
Pcgf1	0.00284182838210923	0.00850765543797664	0.154	0.194	1
Daxx	0.00284322935269777	0.192886737429774	0.217	0.164	1
Tia1	0.00285396970689576	0.251855001107379	0.228	0.167	1
Magi3	0.00285425467300652	-0.0243370944294074	0.132	0.093	1
Mbnl3	0.00285709499228875	0.00277256300889711	0.083	0.123	1
Mrps15	0.00286093008451579	0.0325533180441381	0.187	0.24	1
Rnf14	0.00288610262760448	0.087161923749586	0.159	0.113	1
1110059G10Rik	0.0028956365672057	0.154726070989207	0.245	0.196	1
Arf5	0.00290368765452578	0.231524211542552	0.621	0.618	1
BC029722	0.0029052603940113	0.034756752242099	0.116	0.159	1
Kmt2d	0.00291476291722506	0.0637901375435423	0.207	0.164	1
Rnft1	0.00293928764593118	0.0202195614037166	0.128	0.088	1
Ankrd12	0.00295929530518884	0.0628039510341301	0.271	0.336	1
Rbm15b	0.0029630110284296	-0.00991501730259842	0.117	0.159	1
Zbtb14	0.00299071663973817	0.03367685540437	0.184	0.132	1
Zmat3	0.00300625101389202	0.0506802957115467	0.103	0.083	1
Dkc1	0.00302144036387488	-0.0371818735726492	0.173	0.221	1
Bcl7b	0.00303146781052092	0.191068352733637	0.286	0.228	1
B4galt5	0.00303604081123552	0.0107207521810059	0.098	0.108	1
Cdkn1b	0.00304088135349509	0.0271069868986331	0.3	0.363	1
Ccl25	0.00304788827940172	0.0423420181169471	0.149	0.125	1
Mcrs1	0.00305473668930693	0.014927767655344	0.173	0.221	1
Tbc1d7	0.00306415449544121	0.0178828370708793	0.094	0.147	1
Sptan1	0.0030704115291277	0.0478486562467234	0.22	0.181	1
Nkg7	0.00307371569362114	-0.130884854467299	0.309	0.368	1
Zfp101	0.00308006262950474	-0.0268889611652484	0.131	0.174	1
Plekha3	0.00308188654821389	-0.0209115504255532	0.148	0.186	1
Cstf1	0.00308775477999385	0.0258391106556305	0.157	0.123	1
Calu	0.00310001002460144	0.0104643533576937	0.218	0.174	1
Nprl3	0.00310418207162377	-0.0510373091264985	0.133	0.1	1
Rin3	0.0031051254999952	0.0149878083906397	0.116	0.152	1
Itgb3bp	0.00310720665040352	-0.107169440097528	0.2	0.25	1
Sp140	0.00312263809930219	-0.0160061431259416	0.117	0.157	1
Naa15	0.00312404286405515	-0.0114477264728668	0.172	0.216	1
Polr3a	0.00313569419648522	0.0893306728587648	0.128	0.059	1
Slc25a4	0.00314013643732372	-0.0883114030528651	0.276	0.343	1
Gtpbp3	0.00314348899625036	-0.0435790974435641	0.123	0.164	1
Ap1ar	0.0031720094721492	-0.00326571367217293	0.201	0.162	1
Nol7	0.00317679157696507	0.22085519280643	0.491	0.458	1
Inafm1	0.00317720906219786	-0.0114510492370454	0.143	0.174	1
Strn4	0.00318110242932809	0.0128374690816676	0.096	0.135	1
Guf1	0.00318259919388216	0.100415532791339	0.117	0.147	1
Zfp51	0.00318596751419678	0.0391078180319674	0.112	0.069	1
Akip1	0.00319828746283693	0.0451971241987827	0.165	0.206	1
Tmem250-ps	0.00320801761235518	-0.0199454011647431	0.07	0.113	1
Ndufa7	0.00320829733181859	0.250111362212116	0.519	0.483	1
Abhd8	0.003218560195266	0.304161457358099	0.255	0.186	1
Snx2	0.00322099707516012	-0.0371816280737374	0.192	0.245	1
Atp6v1b2	0.00323292208009656	0.113275212580261	0.155	0.11	1
Dnaaf5	0.00325130360526079	0.057315758856423	0.154	0.081	1
Snapc3	0.00325760194348715	-0.0316771389203803	0.162	0.118	1
Txlng	0.00326707225961077	0.0491922952546041	0.207	0.164	1
Srgn	0.00327626719394376	-0.181334389826417	0.569	0.664	1
Smim20	0.00327898467232285	0.0838851123292826	0.209	0.167	1
Hspa14	0.00330084986726388	0.112257408825063	0.131	0.172	1
Zfp830	0.00330086681414525	0.0452560487583913	0.271	0.235	1
Selenow	0.00330515474578701	0.162652926098019	0.696	0.699	1
Uqcc2	0.00332946812195725	-0.0609610643254169	0.228	0.284	1
Polr2l	0.00333746566760961	-0.0718749258556898	0.133	0.189	1
Hnrnpl	0.00334412655713367	-5.28533969836875e-05	0.281	0.358	1
Sem1	0.00334886792949582	0.197206046072832	0.619	0.596	1
H3f3aos	0.00335056972691732	-0.0249867878484868	0.074	0.118	1
Ulk1	0.00335944225143398	-0.0212200891082205	0.087	0.132	1
Ifnar1	0.00337381334373114	0.0128076581821344	0.151	0.199	1
Tubgcp5	0.00337940414674277	0.049137086714371	0.172	0.103	1
Vdac3	0.00338869474132479	0.0665708231488015	0.197	0.25	1
Gm26522	0.00340949707178039	-0.0213798073273139	0.202	0.169	1
Gxylt1	0.00342367639010763	0.0455656270821399	0.073	0.108	1
BC005561	0.00345289587046699	-0.0202685841900629	0.202	0.162	1
Tmem198b	0.00345665116044399	0.00796519508059414	0.089	0.12	1
Ankhd1	0.00349288047127355	0.0460260500210899	0.212	0.252	1
Recql5	0.00350174562326027	0.0158033514523102	0.081	0.123	1
Bdh1	0.00350297619625714	-0.0087510194442795	0.095	0.135	1
Gng10	0.00351337694837481	-0.018872823876995	0.114	0.14	1
Ado	0.00352192845803016	0.0761961080585223	0.085	0.125	1
Actg1	0.0035269809732557	0.125382520544467	0.87	0.863	1
3110009E18Rik	0.00354573136282871	0.0283543071636159	0.191	0.145	1
Tfpi	0.00354640230221857	-0.025241563281924	0.078	0.132	1
Paf1	0.00355294813356049	0.0706038840045945	0.184	0.14	1
Rfx1	0.00355687738781381	-0.0556944852749418	0.097	0.137	1
Card11	0.00357007994240735	0.12884575051974	0.18	0.132	1
Aco2	0.00360241282051601	0.0887962483762142	0.166	0.206	1
BC049715	0.00360738058762458	-0.0355382654890878	0.123	0.103	1
Golph3	0.00361167200885954	0.104432830948327	0.243	0.206	1
Alkbh6	0.0036136091023233	-0.0127629708094121	0.126	0.174	1
Dus2	0.00362375612475264	-0.093333098669509	0.154	0.201	1
Sdad1	0.00362668616772847	0.0875182999123405	0.18	0.135	1
Gm36445	0.00363535941765888	0.0101061715949501	0.102	0.15	1
Vps11	0.00363641686624332	0.0866165418505239	0.143	0.103	1
Mapk3	0.0036408272853761	0.0343078327872006	0.107	0.145	1
Khnyn	0.0036414757119612	-0.0436439179880626	0.213	0.179	1
Arhgef1	0.00365237752763664	0.290297744932446	0.471	0.441	1
Slc35c2	0.00365856995596549	0.0236208098492738	0.085	0.123	1
Zfp318	0.0036662608097874	-0.0261029082527783	0.097	0.154	1
Csrp2	0.00366947831766086	0.0138734964022493	0.076	0.123	1
Acad8	0.00369529458244577	0.030707078179071	0.163	0.196	1
Ahsa2	0.00369701617052036	0.0963202932563082	0.127	0.091	1
Uhrf1	0.00370061852707567	-0.0259764887787545	0.108	0.115	1
Hdac8	0.0037126255995299	0.0632714906056149	0.146	0.105	1
Snhg12	0.00371346962512585	-0.128784633768767	0.226	0.284	1
Antxr2	0.00372522234367037	0.0176689033899413	0.201	0.162	1
Snapc1	0.00373509199839853	0.111994449647501	0.175	0.127	1
Cdc23	0.00373741946153089	0.0047278688524095	0.178	0.13	1
Ube2v2	0.00375164064835009	0.161648368135234	0.291	0.245	1
Tprgl	0.00375682612186195	-0.0946853040332191	0.284	0.358	1
Coq7	0.00375975748669829	0.0223121561721619	0.126	0.167	1
Rap2c	0.00376384520067765	-0.0200438921399408	0.173	0.135	1
Rps12-ps3	0.00376699461601798	-0.122779019960733	0.151	0.211	1
Pink1	0.00377582088467202	-0.00429977854792024	0.143	0.196	1
Csnk1g3	0.00379228204442893	0.0145851665455327	0.114	0.15	1
Washc3	0.00379442399928442	-0.0943039807358944	0.186	0.248	1
Arhgef7	0.00379460944568555	-0.00977290604068076	0.091	0.127	1
Nudcd1	0.00380838234571769	-0.0298699995453761	0.101	0.137	1
Tmem176a	0.0038129042686315	0.0547027223394288	0.177	0.12	1
Slc17a9	0.00382556556084839	-0.0374995832449058	0.124	0.167	1
Fam174a	0.00383525128310304	0.0957910577538829	0.238	0.194	1
Bcl2	0.00384743959884825	0.298582543118157	0.418	0.373	1
Zfp954	0.00384899726991093	0.0452941538272967	0.183	0.145	1
Golga4	0.00386650585968598	-0.0283582433942388	0.104	0.145	1
As3mt	0.00387291218079347	0.0214403787383649	0.125	0.069	1
Gemin7	0.00388173784218948	0.0691235776077418	0.162	0.206	1
Clpx	0.00389519423859684	0.0838258208413631	0.231	0.186	1
Prkab1	0.00391190781980594	0.104032523499364	0.143	0.098	1
Tbce	0.00391612476022401	-0.012580274507793	0.122	0.162	1
Mrps14	0.00392682214785011	0.177484799552722	0.421	0.37	1
Eif2ak2	0.00393706115023447	0.0230144612116265	0.106	0.142	1
Ubr7	0.00393745608260877	0.0483110785976028	0.165	0.118	1
Ppp4r2	0.00394675854250191	0.0678579706687904	0.172	0.208	1
Uimc1	0.00395350310457585	0.0522268834253782	0.167	0.211	1
Mthfd1	0.00395495555716752	-0.0266658660077733	0.102	0.132	1
Cops7b	0.00397672219450231	0.00906086642756902	0.089	0.135	1
Ahcy	0.00398074821260292	-0.00501458580390938	0.101	0.091	1
Crybg2	0.00398474571258849	0.0560434047707863	0.179	0.135	1
St3gal6	0.00398540618785744	-0.0260048259378468	0.143	0.186	1
Arglu1	0.0039890328094819	0.0548945566825534	0.175	0.221	1
Grcc10	0.0039921731387549	-0.00167291224847788	0.281	0.358	1
Lims1	0.004004813459758	0.0928869033332409	0.171	0.125	1
Lmf2	0.00400668365148933	0.00277908714569702	0.095	0.105	1
Riox2	0.00402018032552441	0.0186224652834558	0.134	0.176	1
Srebf2	0.0040239665159426	0.141746074914688	0.186	0.223	1
Thnsl1	0.00402572898931089	0.0160247454610623	0.122	0.071	1
Bag6	0.00402832398374807	0.00335979800873942	0.175	0.13	1
Apbb1ip	0.00403304515959979	-0.0850557680418078	0.292	0.377	1
H2-K1	0.00404926670649579	0.137715726587424	0.904	0.931	1
Eid1	0.00405290037205855	0.0630799972726699	0.151	0.186	1
Atp5j2	0.00406281869303663	0.196528744059614	0.633	0.635	1
H2afj	0.00406775423645205	0.200328562191462	0.621	0.613	1
Ap3s2	0.00407603283546697	0.0681220708225354	0.073	0.105	1
Ctsl	0.0040820670582159	-0.0628591763347136	0.187	0.225	1
Ttc37	0.0040952807102837	0.0264234850769697	0.191	0.159	1
Rrbp1	0.00410111050858644	0.0801503239971954	0.234	0.275	1
Mrpl10	0.004113302822774	0.12060792762014	0.147	0.096	1
Tbrg4	0.00411451470756094	0.0264946610232089	0.213	0.176	1
Soat2	0.00412598037684996	0.00490550965710578	0.157	0.103	1
Gm16861	0.00413311296805765	0.0105839677030809	0.117	0.066	1
Gbp8	0.00415144102192749	-0.00749532190626825	0.189	0.223	1
Klkb1	0.00416365922321348	0.0621137254563744	0.157	0.194	1
Sap30	0.00416455306971451	-0.00132694089135864	0.159	0.201	1
Ctdp1	0.0041832678583078	0.023439867328952	0.12	0.093	1
Nudt13	0.00418413936433856	0.0929876887288713	0.139	0.083	1
Pum2	0.00418908187073527	0.201367799799549	0.262	0.206	1
Gprc5b	0.00419098780927052	0.00981460777615354	0.065	0.103	1
Cd226	0.00420758675500848	0.0574052143404853	0.21	0.167	1
Ccdc91	0.00422120785842885	-0.0202128601806248	0.146	0.12	1
Slc25a1	0.00422541633168875	0.000643010943386507	0.102	0.15	1
Raph1	0.00423526307222432	0.067046169607608	0.11	0.066	1
Zswim7	0.00427352974303211	0.0224189832102325	0.146	0.108	1
Ifit3	0.00428696726329644	-0.0721643629000937	0.094	0.135	1
Nfatc3	0.00429652748822928	0.186812997085847	0.179	0.132	1
Arxes2	0.00430158455541151	0.0341082290078361	0.082	0.103	1
Xpa	0.00431985974486106	0.17889003499598	0.245	0.194	1
Cramp1l	0.00432971794775217	0.0145594855478611	0.151	0.184	1
Dcxr	0.00435377262092934	0.0203608046899519	0.105	0.103	1
Usp21	0.0043626512318844	0.0542378950452034	0.107	0.125	1
Cbx8	0.00437526832652447	0.0248425355184499	0.135	0.172	1
Bysl	0.00438083221179594	0.0267523462915034	0.148	0.108	1
5730455P16Rik	0.00438242145894155	0.0127421086005809	0.169	0.132	1
Hid1	0.00438317801548722	0.0372560826858569	0.101	0.137	1
Exosc10	0.00438902268886523	0.0611749170148374	0.18	0.137	1
Ccdc25	0.00441322795256452	0.033416653857446	0.175	0.14	1
Derl1	0.00442622490514535	0.0444969812378297	0.136	0.186	1
Bcl2l1	0.00442920925959417	0.00644769308754947	0.157	0.196	1
Ncapd2	0.00445620238304427	0.0289843872797988	0.165	0.105	1
Tbc1d1	0.00445627749846898	-0.0468775100754	0.153	0.199	1
Gm13919	0.00446170972010862	-0.0139240191278484	0.105	0.059	1
Ptpn1	0.00446767334455523	-0.097232262325987	0.196	0.267	1
Calhm2	0.00447458251322784	0.0349571019271901	0.11	0.118	1
Ralgps2	0.0044767544017699	0.110125882124044	0.155	0.191	1
Ubxn7	0.00448282721033722	-0.0150022255106933	0.197	0.162	1
Med29	0.00450022456827226	0.0216608817967776	0.126	0.167	1
Mrps25	0.00450107101809314	0.0511524366805517	0.18	0.137	1
Rdh12	0.00452307690092776	0.0678130865260391	0.178	0.12	1
Cct4	0.00453932527395096	-0.111645433626353	0.27	0.35	1
Gpalpp1	0.00455889339583686	-0.0154918467655034	0.173	0.132	1
Slc25a53	0.00456718735917044	-0.0632017560039027	0.131	0.162	1
Ccdc94	0.00457470006267715	0.0609451783840668	0.136	0.096	1
Btf3l4	0.00457579822143505	0.015584964353578	0.138	0.162	1
Ddx39	0.00458416773322375	0.210875138076936	0.249	0.199	1
Gm14085	0.00459115041574403	-0.00109764458373816	0.103	0.142	1
Mki67	0.00461690453884733	0.0189806735771142	0.091	0.132	1
Nkiras1	0.00463334913332982	0.0429400592218274	0.186	0.147	1
Tipin	0.00463765804208424	0.2287831849906	0.214	0.162	1
Agps	0.00464021899877308	0.0366016921098874	0.149	0.181	1
Slbp	0.00465053746994063	0.133620841635922	0.249	0.201	1
Zcchc10	0.00465161762878081	-0.0255962907656813	0.159	0.203	1
Ap1m2	0.00465206617234452	0.00591179029509457	0.059	0.103	1
Matr3	0.00466431333123209	0.250349254700063	0.383	0.324	1
Mast3	0.00467166216160504	0.0772269774098863	0.13	0.162	1
Phkg2	0.00467250915301902	0.0731901404035871	0.147	0.186	1
Ubb	0.00470808879622211	0.0769201169793963	0.998	0.998	1
Prune1	0.00471640176663292	-0.00228891751245398	0.121	0.071	1
C730034F03Rik	0.00472829776533307	0.0236038890599897	0.133	0.096	1
Cop1	0.0047474606264156	0.118824291917719	0.157	0.11	1
Smpdl3a	0.0047485625193381	-0.19286405715796	0.213	0.287	1
Ncl	0.00474961122362253	-0.0734324587364634	0.552	0.674	1
Stx1a	0.0047540165336264	0.0251699911902286	0.151	0.096	1
Prpf8	0.00475792058412871	0.0456980122639996	0.12	0.154	1
Ddx28	0.0047586476397139	0.0532000141136652	0.138	0.086	1
Cmc1	0.00476290293789736	-0.0746585042824783	0.244	0.304	1
Man2b1	0.00478150771602122	0.06846558886339	0.143	0.186	1
Klrd1	0.00481406108266824	-0.231988661602351	0.223	0.265	1
Ehd4	0.0048150935022972	-0.038109762049107	0.071	0.115	1
Rpgrip1	0.00481595404296363	0.112794112858128	0.093	0.123	1
Mogat1	0.00484239086055637	0.00637151623814411	0.089	0.13	1
Brip1	0.00484710373105524	-0.0169321560979761	0.122	0.179	1
Slc35a5	0.00484886497712704	0.0716456661349968	0.14	0.169	1
Rasa3	0.00485612697610867	0.00557440265761366	0.238	0.203	1
Zmym5	0.00486023664979182	-0.0117987837095091	0.123	0.162	1
Man1b1	0.00486173320244732	0.0410606654087	0.133	0.088	1
Cwc25	0.00489572651032159	0.0565758662630881	0.151	0.186	1
Cbwd1	0.00489808961627348	0.00773699397207542	0.131	0.172	1
0610009O20Rik	0.00490344930413595	0.0220383274206837	0.105	0.12	1
2610020C07Rik	0.00491562300968274	-0.0554029044250223	0.125	0.142	1
Anks3	0.00491724849285742	-0.00292735846639987	0.105	0.145	1
Fbxo28	0.00493448452977403	0.0910729563585721	0.132	0.086	1
Ap2b1	0.00495519356440538	-0.0232054161961718	0.143	0.103	1
Cant1	0.00496936669317274	0.058631362864677	0.163	0.12	1
Cnpy3	0.00497465150864979	0.0622739482321281	0.126	0.159	1
Calm1	0.00500041463506901	0.126725521384086	0.806	0.819	1
Cdkn2aip	0.0050031117225414	-0.0385197148098215	0.191	0.235	1
Taf8	0.00500559272999334	-0.00376028618965449	0.146	0.186	1
Dennd1b	0.00500641625116981	0.0647834024437795	0.198	0.154	1
Cenpf	0.00500924328866158	-0.00797061120667216	0.136	0.167	1
Gpn3	0.0050310530998907	0.0911993819617801	0.134	0.167	1
9930021J03Rik	0.00503470780427432	0.0790884127794468	0.194	0.14	1
Ptma	0.00504941192689204	0.0967110320310889	0.98	0.985	1
Uap1l1	0.00509162331936192	0.0034082856376649	0.148	0.186	1
Gmppb	0.00510360508271214	0.0279619623946314	0.109	0.059	1
Nsmaf	0.00514387147897434	-0.0535689620257564	0.152	0.191	1
Slc1a5	0.00515056482914447	-0.125717933015986	0.154	0.208	1
Cpsf3	0.00515528584335323	0.00441750588224776	0.153	0.194	1
Fbxo21	0.00516652958881134	0.0116426625123073	0.116	0.076	1
Ly9	0.00517003816059264	0.0564134166699968	0.194	0.24	1
Fkbp5	0.00517328766140098	-0.0418719865621475	0.186	0.147	1
Usmg5	0.00519753832692892	0.179542227467532	0.532	0.495	1
Tmem263	0.00522148412882042	0.0529848006234772	0.173	0.132	1
Ppp5c	0.00522676799694322	0.0146483674862329	0.094	0.132	1
Patz1	0.00525280452096957	-0.0388795489207711	0.196	0.23	1
Cisd3	0.00525405935854614	0.245495178279659	0.188	0.132	1
Marcks	0.00525777735010033	8.48390930870482e-05	0.151	0.091	1
Mrpl45	0.00526205240155824	-0.0550261060655641	0.173	0.213	1
Enpp5	0.00529458566819053	0.0198427259247434	0.112	0.127	1
Eif3f	0.00531405118890732	-0.118918904637892	0.722	0.836	1
Abi1	0.00535190020777091	0.130342261024046	0.272	0.225	1
Fpgt	0.0053555457383728	0.0506389469464719	0.206	0.167	1
Actr5	0.00535851607011243	0.0367372904356345	0.165	0.115	1
Uba7	0.00536065119888048	0.049210260826994	0.143	0.108	1
Dazap1	0.00536363018636671	0.0377056817051887	0.244	0.299	1
Stard10	0.00536410180956168	-0.0216506264825829	0.085	0.125	1
